iter	RMSE
201	2.10132867
202	2.093856381
203	2.089956287
204	2.085268011
205	2.082720982
206	2.075826803
207	2.066620144
208	2.060747719
209	2.053643382
210	2.048144299
211	2.040790852
212	2.034374821
213	2.030215284
214	2.027304719
215	2.024000549
216	2.01790716
217	2.011761261
218	2.004599421
219	2.001332998
220	1.995459504
221	1.989777785
222	1.984332913
223	1.979424844
224	1.971854706
225	1.963880909
226	1.960963964
227	1.955871154
228	1.949289164
229	1.943258468
230	1.938105946
231	1.93298223
232	1.93001883
233	1.925348633
234	1.922707182
235	1.918977588
236	1.915655948
237	1.912591919
238	1.906968982
239	1.901881581
240	1.894992622
241	1.889275023
242	1.883739393
243	1.877570826
244	1.872071832
245	1.869043754
246	1.862846018
247	1.855833317
248	1.850459748
249	1.848018085
250	1.8405886
251	1.83318993
252	1.828362763
253	1.822472673
254	1.818459686
255	1.812770515
256	1.806514484
257	1.801890192
258	1.797799942
259	1.792125503
260	1.789374519
261	1.787198217
262	1.781548787
263	1.778930185
264	1.772718144
265	1.767422977
266	1.761413913
267	1.754083516
268	1.748547417
269	1.744201715
270	1.739128634
271	1.734986607
272	1.729932691
273	1.724382271
274	1.720433397
275	1.715222754
276	1.710416905
277	1.704835658
278	1.70288245
279	1.698030389
280	1.695202963
281	1.690690014
282	1.685040631
283	1.679943643
284	1.673475903
285	1.668267154
286	1.664075273
287	1.661031391
288	1.655612958
289	1.650851852
290	1.646309233
291	1.64126629
292	1.636480496
293	1.631546579
294	1.627273079
295	1.624877535
296	1.621591035
297	1.61870004
298	1.613314321
299	1.608184525
300	1.603072785
301	1.600878292
302	1.596041072
303	1.592653015
304	1.587704553
305	1.583838011
306	1.581313165
307	1.576725875
308	1.572181453
309	1.568007889
310	1.564454959
311	1.558531613
312	1.557057025
313	1.551759868
314	1.547332251
315	1.542657476
316	1.537569573
317	1.534551283
318	1.529157327
319	1.524458409
320	1.519714769
321	1.51565245
322	1.511866289
323	1.507539915
324	1.502531512
325	1.497402467
326	1.494896335
327	1.490465501
328	1.485804427
329	1.482012773
330	1.478934089
331	1.475114311
332	1.470357589
333	1.466367499
334	1.464189309
335	1.461600142
336	1.456968999
337	1.453651969
338	1.451029621
339	1.447922688
340	1.445525926
341	1.439699424
342	1.435389375
343	1.430833332
344	1.426035481
345	1.422194063
346	1.41857713
347	1.414422797
348	1.411031288
349	1.408620996
350	1.406897858
351	1.402250984
352	1.398687818
353	1.397156825
354	1.39387311
355	1.389302083
356	1.385073244
357	1.382032984
358	1.378731965
359	1.374040736
360	1.370047241
361	1.366706385
362	1.362147047
363	1.35977317
364	1.355973952
365	1.352597705
366	1.348410752
367	1.343475707
368	1.340285948
369	1.338365848
370	1.336080583
371	1.332097815
372	1.328394012
373	1.324779787
374	1.321299995
375	1.319049206
376	1.315095774
377	1.31164075
378	1.308230855
379	1.304894266
380	1.302242569
381	1.300283545
382	1.296148667
383	1.292229747
384	1.291309796
385	1.287290355
386	1.283470398
387	1.280643732
388	1.278451635
389	1.274584832
390	1.270192538
391	1.267021309
392	1.26316991
393	1.260345821
394	1.2573
395	1.255162775
396	1.252696722
397	1.250163199
398	1.246685336
399	1.244469885
400	1.240342537
401	1.239044831
402	1.235760756
403	1.232384688
404	1.229179923
405	1.225543876
406	1.221601839
407	1.21786467
408	1.214397833
409	1.210603303
410	1.206910067
411	1.203539991
412	1.199855898
413	1.196480818
414	1.19395251
415	1.191308067
416	1.189087315
417	1.187747387
418	1.184755307
419	1.182226402
420	1.178802052
421	1.175463453
422	1.171546301
423	1.168085572
424	1.164719823
425	1.162393522
426	1.160353419
427	1.15748979
428	1.154341558
429	1.15159347
430	1.149972993
431	1.148018148
432	1.143771533
433	1.140720321
434	1.13754834
435	1.134373033
436	1.131401746
437	1.127987803
438	1.126653381
439	1.125430217
440	1.12255542
441	1.120931978
442	1.11800712
443	1.114666657
444	1.111079587
445	1.109101769
446	1.106528722
447	1.10486269
448	1.101939178
449	1.098844408
450	1.096189333
451	1.09496045
452	1.091554879
453	1.088988549
454	1.088309691
455	1.08639008
456	1.083261362
457	1.079647348
458	1.075605503
459	1.072523092
460	1.070618852
461	1.066783998
462	1.063583771
463	1.060669875
464	1.058679724
465	1.056065772
466	1.054186097
467	1.051080824
468	1.04771757
469	1.044891947
470	1.041718257
471	1.038600111
472	1.036853461
473	1.033785371
474	1.031427987
475	1.02964063
476	1.028119718
477	1.025329456
478	1.022330249
479	1.019248015
480	1.016372536
481	1.013388838
482	1.010569951
483	1.007616311
484	1.005839367
485	1.003761585
486	1.001157358
487	0.998835316
488	0.9970297361
489	0.9964595505
490	0.9950106947
491	0.9919614211
492	0.9905045108
493	0.9892461379
494	0.987836277
495	0.9855836173
496	0.9829288886
497	0.9804865625
498	0.9773905576
499	0.9745999951
500	0.974166753
501	0.9712454782
502	0.9687724083
503	0.9657637648
504	0.964018682
505	0.9625085591
506	0.9593597529
507	0.9566712285
508	0.9540512838
509	0.9536296457
510	0.9508189879
511	0.9478420736
512	0.9451024321
513	0.9426293629
514	0.9403914497
515	0.9379525522
516	0.9350806434
517	0.9335790435
518	0.9308701513
519	0.9284621259
520	0.9269283638
521	0.9267681868
522	0.9255110128
523	0.9232211507
524	0.9215811545
525	0.9202268964
526	0.919549826
527	0.9190640022
528	0.9158314621
529	0.9131653431
530	0.9105529492
531	0.9084783457
532	0.9076538206
533	0.904957044
534	0.9024703162
535	0.9011332507
536	0.8982384657
537	0.8957754284
538	0.8930780569
539	0.8905910264
540	0.8879235327
541	0.8854425839
542	0.8829079364
543	0.8808846521
544	0.8783513427
545	0.8776527832
546	0.8750509991
547	0.8735777856
548	0.8711333809
549	0.8693131677
550	0.8670260128
551	0.8647460246
552	0.8623736696
553	0.8603836332
554	0.85787301
555	0.8553329568
556	0.8541724533
557	0.8521075581
558	0.8500541586
559	0.8487906536
560	0.8481463175
561	0.84654991
562	0.8448979506
563	0.842597187
564	0.8405027446
565	0.8389459197
566	0.8364589754
567	0.8345389614
568	0.8322163344
569	0.8320846799
570	0.8298120373
571	0.8281726529
572	0.8260928617
573	0.8238105388
574	0.8213282796
575	0.819899929
576	0.8176173097
577	0.8153814659
578	0.8131049274
579	0.8117713772
580	0.8111452382
581	0.8089038704
582	0.8067983735
583	0.8046136767
584	0.8037712484
585	0.801583085
586	0.7992482936
587	0.797281762
588	0.7959761911
589	0.7941165001
590	0.7934628243
591	0.7914017014
592	0.7907961174
593	0.7895018102
594	0.7880570604
595	0.786113169
596	0.784707217
597	0.7827182828
598	0.7803898978
599	0.7790943127
600	0.7768998319
601	0.7757136493
602	0.7737047374
603	0.7730484493
604	0.7707269097
605	0.7688564037
606	0.7675309603
607	0.7653125711
608	0.7634443215
609	0.7613437999
610	0.7592750264
611	0.7574670653
612	0.7558510992
613	0.7546668964
614	0.7542746443
615	0.7523813328
616	0.7500513078
617	0.748624197
618	0.7468373657
619	0.7448261859
620	0.7427044241
621	0.7417456698
622	0.7401017408
623	0.7384824319
624	0.7383085322
625	0.7361605229
626	0.7340392189
627	0.7322704794
628	0.7304118617
629	0.7284377648
630	0.7266730372
631	0.7249999594
632	0.7232206754
633	0.7220443352
634	0.7208266769
635	0.7197093746
636	0.7193399289
637	0.7181217629
638	0.7162139473
639	0.7140800298
640	0.7125199619
641	0.7106536466
642	0.7088472127
643	0.7077736016
644	0.7073225839
645	0.7051930817
646	0.703844281
647	0.7022730048
648	0.70164788
649	0.7006229647
650	0.6995626046
651	0.6985897956
652	0.6984324847
653	0.6975335011
654	0.6956205396
655	0.6933174958
656	0.6911613053
657	0.6899865154
658	0.6882655774
659	0.6865115353
660	0.6844403578
661	0.6826550433
662	0.6809544768
663	0.6795050888
664	0.6779929515
665	0.6773976085
666	0.6761557435
667	0.6746256034
668	0.672911499
669	0.6711361393
670	0.6694881585
671	0.6685307886
672	0.6667125684
673	0.6658806702
674	0.6646661907
675	0.6644343438
676	0.662985409
677	0.6612657851
678	0.6593255887
679	0.657818167
680	0.6557528356
681	0.6544760557
682	0.6536373853
683	0.6521593516
684	0.6507792247
685	0.6492001321
686	0.6476161971
687	0.6460385415
688	0.644224731
689	0.6424338508
690	0.6411913331
691	0.6396862507
692	0.6380089295
693	0.6368171696
694	0.6353075896
695	0.6336088307
696	0.6330677803
697	0.6312756075
698	0.6303116486
699	0.6285742152
700	0.6276618648
701	0.6262143601
702	0.6245894649
703	0.6228766073
704	0.6213543311
705	0.6196281483
706	0.618049386
707	0.6166395058
708	0.6162391211
709	0.61516983
710	0.6136059794
711	0.6120421647
712	0.6106154019
713	0.6097980008
714	0.6086134181
715	0.6071047822
716	0.6069581644
717	0.6056684732
718	0.6044223584
719	0.602850031
720	0.6013628706
721	0.6005482875
722	0.5990453
723	0.5976444794
724	0.5964358517
725	0.5956505795
726	0.5942837173
727	0.5940775315
728	0.592808792
729	0.5923025755
730	0.5914623451
731	0.5912573649
732	0.5902373667
733	0.5881683964
734	0.5874689624
735	0.5867217084
736	0.5849175082
737	0.5834568455
738	0.5819840771
739	0.5810495439
740	0.5797107295
741	0.5782271626
742	0.576572466
743	0.575730265
744	0.5749083171
745	0.5730419923
746	0.5715339349
747	0.5703482268
748	0.5694358065
749	0.5689571786
750	0.5675869986
751	0.566215904
752	0.5646786919
753	0.5632498564
754	0.562155902
755	0.5606015448
756	0.5592761041
757	0.5579079019
758	0.5573970327
759	0.5563161368
760	0.5550653932
761	0.5549482605
762	0.5541749744
763	0.5533705782
764	0.5531825312
765	0.5523507141
766	0.5511493209
767	0.5498923515
768	0.5495866211
769	0.5482115671
770	0.546763397
771	0.5454736789
772	0.5440675664
773	0.5428548934
774	0.5413481626
775	0.5400520198
776	0.5391472975
777	0.5384928097
778	0.5383785225
779	0.5376253415
780	0.5363965297
781	0.5362327012
782	0.535546223
783	0.5346367803
784	0.5334861262
785	0.5319041716
786	0.5308151531
787	0.5301654932
788	0.5288540004
789	0.5273084352
790	0.5262434821
791	0.5249248306
792	0.5245346446
793	0.5233913752
794	0.5227556524
795	0.5215652151
796	0.5208312313
797	0.5194616095
798	0.5186073868
799	0.5174581109
800	0.5159975246
801	0.5146263903
802	0.5130236842
803	0.5117017307
804	0.5106851535
805	0.5096138468
806	0.5083555979
807	0.5076764364
808	0.5064696005
809	0.5056228851
810	0.5046980144
811	0.5044429242
812	0.5032661775
813	0.5024950344
814	0.5016797854
815	0.5005428224
816	0.5003789242
817	0.4997217139
818	0.4986652505
819	0.4985582237
820	0.4980447231
821	0.4973459175
822	0.4965569734
823	0.496466977
824	0.495201832
825	0.4945075646
826	0.4933259756
827	0.4923057804
828	0.4907060967
829	0.4896472144
830	0.4884245016
831	0.4872563276
832	0.4860743336
833	0.4849577345
834	0.4840630958
835	0.483977251
836	0.4828336312
837	0.4816372971
838	0.4804717444
839	0.4793720211
840	0.4788459647
841	0.4781299244
842	0.4768430591
843	0.4766961814
844	0.4756692122
845	0.4746098604
846	0.4736544457
847	0.4732374589
848	0.4718969971
849	0.4712079712
850	0.4700397184
851	0.4690447991
852	0.4678917448
853	0.4672253535
854	0.4662107168
855	0.4652510077
856	0.4641948773
857	0.4630456908
858	0.462353628
859	0.4617046558
860	0.4612065417
861	0.460650247
862	0.4594580581
863	0.4588366159
864	0.4584657566
865	0.4575718011
866	0.4572803299
867	0.4562912395
868	0.4559512852
869	0.4549738484
870	0.4539407789
871	0.4533281241
872	0.4526119057
873	0.4524846701
874	0.4513817317
875	0.4502801083
876	0.4501029687
877	0.4492083749
878	0.4482417289
879	0.447194564
880	0.4459625185
881	0.4450530144
882	0.4443112161
883	0.4434115284
884	0.4429264968
885	0.4418735575
886	0.4409375566
887	0.4398817649
888	0.4389541805
889	0.4380765145
890	0.4371536568
891	0.4363205339
892	0.4357520727
893	0.4349010386
894	0.4344717453
895	0.4339916356
896	0.4337677415
897	0.433167853
898	0.4323274313
899	0.4319461427
900	0.4307746779
901	0.4294835002
902	0.4283620669
903	0.4277697093
904	0.4273696783
905	0.4262880502
906	0.4252211915
907	0.4241882531
908	0.4238068543
909	0.4230409753
910	0.4223981356
911	0.4215511331
912	0.4208326198
913	0.4200261224
914	0.4191832554
915	0.4181009937
916	0.4176750649
917	0.4176003508
918	0.4168450499
919	0.4162716996
920	0.4154630573
921	0.4151557001
922	0.4147501562
923	0.413717065
924	0.4127513188
925	0.4119226372
926	0.4107384604
927	0.4103301605
928	0.4102635107
929	0.4095326601
930	0.4094615004
931	0.4091197915
932	0.4078977718
933	0.4071107457
934	0.4062977359
935	0.4056317235
936	0.405073266
937	0.4038374734
938	0.4037080055
939	0.4028380813
940	0.4018705476
941	0.4011018505
942	0.400250422
943	0.3995656173
944	0.3986751837
945	0.3978880289
946	0.3970425666
947	0.3965958674
948	0.3962088517
949	0.3953098931
950	0.3944566259
951	0.393433065
952	0.3928037002
953	0.3921894205
954	0.3913576972
955	0.3905854526
956	0.3901479608
957	0.3895415764
958	0.3889057827
959	0.3885434699
960	0.3876725689
961	0.3868256365
962	0.3857251725
963	0.3849175841
964	0.3842230786
965	0.3836885848
966	0.3829881428
967	0.3820946328
968	0.3812792348
969	0.3803045098
970	0.3799425276
971	0.3797657681
972	0.3796264065
973	0.3787027158
974	0.3784521363
975	0.3776894191
976	0.3770522846
977	0.3759790371
978	0.375278009
979	0.3746070969
980	0.374101338
981	0.3735875566
982	0.3733426953
983	0.372291215
984	0.3719768086
985	0.3710198072
986	0.3702567401
987	0.3697352437
988	0.369015099
989	0.3679627035
990	0.3673017591
991	0.3665914404
992	0.3658733972
993	0.3648893929
994	0.3641224447
995	0.3636103601
996	0.3628961632
997	0.3624235879
998	0.3617044863
999	0.361013759
