iter	RMSE
282	5.382899302
283	5.382297292
284	5.382183941
285	5.381862087
286	5.381339447
287	5.380968947
288	5.380752023
289	5.380276063
290	5.380201829
291	5.379599222
292	5.3791437
293	5.378820976
294	5.378220031
295	5.377830607
296	5.377012253
297	5.376499315
298	5.376366192
299	5.375843668
300	5.375747757
301	5.375374321
302	5.374999163
303	5.374590029
304	5.373987237
305	5.373181732
306	5.372829758
307	5.372731523
308	5.372322575
309	5.371961268
310	5.371316902
311	5.370975928
312	5.370586368
313	5.370178744
314	5.369569316
315	5.369242418
316	5.368720196
317	5.368511572
318	5.367753978
319	5.367390709
320	5.367373788
321	5.367012863
322	5.366648447
323	5.36638882
324	5.366122616
325	5.366080857
326	5.366000281
327	5.365443086
328	5.365427572
329	5.36506409
330	5.364522193
331	5.364376002
332	5.363908667
333	5.363462243
334	5.362873009
335	5.362856211
336	5.362309374
337	5.361933729
338	5.361562788
339	5.361150342
340	5.361110365
341	5.360822428
342	5.360251141
343	5.359795237
344	5.359569259
345	5.359118682
346	5.358739606
347	5.358133932
348	5.357664426
349	5.35716993
350	5.356472271
351	5.356458202
352	5.356336636
353	5.356122043
354	5.356068221
355	5.356058413
356	5.355507323
357	5.355014182
358	5.354371246
359	5.353801528
360	5.353781352
361	5.353444493
362	5.353178724
363	5.352793468
364	5.35235576
365	5.352038715
366	5.352023573
367	5.351519684
368	5.351227102
369	5.351211352
370	5.350728403
371	5.350233564
372	5.350199562
373	5.349925236
374	5.349902583
375	5.349443703
376	5.348978096
377	5.348503269
378	5.348296399
379	5.347921286
380	5.34784513
381	5.347756787
382	5.347488862
383	5.347086502
384	5.347057207
385	5.346769014
386	5.346690571
387	5.346282337
388	5.345598458
389	5.345540408
390	5.345361868
391	5.344963152
392	5.344348391
393	5.344228439
394	5.343905061
395	5.343560166
396	5.343078658
397	5.342725131
398	5.342456438
399	5.342395315
400	5.341691856
401	5.34156092
402	5.341312685
403	5.340855596
404	5.34068485
405	5.340279067
406	5.33986084
407	5.339216783
408	5.338664237
409	5.337848999
410	5.337539715
411	5.337244696
412	5.336853673
413	5.336323057
414	5.335838319
415	5.335643733
416	5.335232448
417	5.334707608
418	5.334131128
419	5.333825657
420	5.333584042
421	5.332987191
422	5.332653553
423	5.332430205
424	5.332372858
425	5.332171479
426	5.331884933
427	5.331817793
428	5.331598307
429	5.331105871
430	5.330642005
431	5.329969709
432	5.329557502
433	5.329317479
434	5.329015062
435	5.328768146
436	5.328439763
437	5.328196414
438	5.327819449
439	5.327685514
440	5.327465946
441	5.327424799
442	5.326636626
443	5.326261069
444	5.32595412
445	5.325567226
446	5.325109597
447	5.324822456
448	5.324462454
449	5.323944235
450	5.323692788
451	5.323621406
452	5.323146956
453	5.322831203
454	5.322524564
455	5.322225565
456	5.321937323
457	5.321743396
458	5.321346743
459	5.321053443
460	5.321042552
461	5.320650351
462	5.320311449
463	5.319914611
464	5.319621511
465	5.319578396
466	5.319523318
467	5.319005825
468	5.31834712
469	5.317750382
470	5.31740631
471	5.317216685
472	5.31675599
473	5.316450856
474	5.316265127
475	5.315901639
476	5.315604827
477	5.315193957
478	5.314890547
479	5.314616326
480	5.314319757
481	5.314106369
482	5.313895637
483	5.313834882
484	5.313528993
485	5.313301874
486	5.312929997
487	5.312629635
488	5.312533303
489	5.312293659
490	5.311833474
491	5.311343919
492	5.310970562
493	5.310962014
494	5.310238526
495	5.310045605
496	5.309556303
497	5.309043139
498	5.308579893
499	5.30852035
500	5.307946876
501	5.307612986
502	5.307330318
503	5.307132905
504	5.306648722
505	5.306240476
506	5.306120023
507	5.305797935
508	5.305449634
509	5.305210073
510	5.304984527
511	5.3047284
512	5.304330353
513	5.30405778
514	5.303778973
515	5.303468444
516	5.302749037
517	5.302719081
518	5.302421043
519	5.302046925
520	5.301776168
521	5.301568818
522	5.301261682
523	5.301218874
524	5.300948689
525	5.300676688
526	5.30064051
527	5.300282728
528	5.299999935
529	5.299538288
530	5.299285644
531	5.298984114
532	5.298711735
533	5.298276092
534	5.298044943
535	5.297879781
536	5.297866129
537	5.297666894
538	5.297659914
539	5.297600889
540	5.297324225
541	5.297139236
542	5.296833312
543	5.296411423
544	5.295823587
545	5.295659528
546	5.295616521
547	5.295601162
548	5.295250744
549	5.295003434
550	5.294768182
551	5.294391604
552	5.29395015
553	5.293932874
554	5.293365987
555	5.293057953
556	5.292825435
557	5.292791318
558	5.292697054
559	5.29233051
560	5.292297641
561	5.291979737
562	5.291715289
563	5.291462407
564	5.291178538
565	5.291131568
566	5.29109976
567	5.290921388
568	5.290472974
569	5.290289261
570	5.289931946
571	5.289482023
572	5.289264074
573	5.289180183
574	5.288984849
575	5.288837874
576	5.288741858
577	5.288288428
578	5.287927361
579	5.287492793
580	5.28719949
581	5.286935633
582	5.286630299
583	5.286430034
584	5.286291995
585	5.285552446
586	5.285134916
587	5.284704389
588	5.2844858
589	5.284139095
590	5.284080853
591	5.284009659
592	5.283439774
593	5.283394661
594	5.283036956
595	5.282754076
596	5.282713504
597	5.282489251
598	5.282265699
599	5.281737883
600	5.28131755
601	5.280913765
602	5.280498634
603	5.280113248
604	5.280050101
605	5.279872615
606	5.279544825
607	5.279480059
608	5.279227898
609	5.278963231
610	5.278646295
611	5.278392918
612	5.278129808
613	5.277929391
614	5.27788743
615	5.277695165
616	5.277608188
617	5.277207552
618	5.276899106
619	5.276571676
620	5.276368177
621	5.275956196
622	5.275938345
623	5.275656249
624	5.275425516
625	5.27517681
626	5.275167148
627	5.274919101
628	5.274722389
629	5.274604681
630	5.274340454
631	5.273943349
632	5.273746721
633	5.273284719
634	5.273020149
635	5.272703754
636	5.272626678
637	5.272276575
638	5.272265988
639	5.27189676
640	5.271538496
641	5.271320353
642	5.271150754
643	5.270961492
644	5.270723224
645	5.270641855
646	5.270342604
647	5.270128468
648	5.270118259
649	5.269914046
650	5.269545413
651	5.269359703
652	5.268986451
653	5.268817209
654	5.268713279
655	5.268465874
656	5.268429255
657	5.268182717
658	5.267931138
659	5.267518264
660	5.267512113
661	5.267441887
662	5.267132732
663	5.266968052
664	5.266696929
665	5.266360527
666	5.266095982
667	5.265823794
668	5.265559212
669	5.265458196
670	5.265101259
671	5.264794
672	5.264778016
673	5.264703896
674	5.264561649
675	5.264407233
676	5.263972801
677	5.263853533
678	5.263831171
679	5.263509821
680	5.263419242
681	5.26301339
682	5.262474497
683	5.26219916
684	5.262005637
685	5.261864264
686	5.261499069
687	5.261460007
688	5.261449188
689	5.261139207
690	5.260862552
691	5.260343835
692	5.26008834
693	5.260072102
694	5.259853063
695	5.259809629
696	5.259654555
697	5.259630959
698	5.259340758
699	5.259112427
700	5.258989776
701	5.258923632
702	5.25892003
703	5.258870745
704	5.258569874
705	5.258244396
706	5.257901436
707	5.25773802
708	5.257440173
709	5.257382979
710	5.257293735
711	5.256845844
712	5.256840277
713	5.256559417
714	5.256219469
715	5.256098838
716	5.255841444
717	5.255601238
718	5.25526734
719	5.254995533
720	5.254696966
721	5.254501982
722	5.254164053
723	5.253991064
724	5.253989681
725	5.253936337
726	5.253441599
727	5.253435884
728	5.253154074
729	5.252844548
730	5.252716574
731	5.25270948
732	5.252560342
733	5.251989738
734	5.251604375
735	5.251153827
736	5.251012073
737	5.250898763
738	5.250820884
739	5.250203517
740	5.249969367
741	5.249963264
742	5.249938866
743	5.24962246
744	5.249521329
745	5.249475082
746	5.249124019
747	5.249094138
748	5.24872432
749	5.248593484
750	5.248415501
751	5.248101334
752	5.247884697
753	5.247667153
754	5.247526735
755	5.247197717
756	5.247193218
757	5.247143808
758	5.247129521
759	5.247031037
760	5.246682201
761	5.24654579
762	5.246317259
763	5.246205212
764	5.245912229
765	5.245676111
766	5.245463503
767	5.245434429
768	5.245407445
769	5.245403213
770	5.245292754
771	5.245246284
772	5.245032213
773	5.244876369
774	5.244322572
775	5.243944328
776	5.24392319
777	5.243888351
778	5.243655148
779	5.243498529
780	5.243103209
781	5.243100688
782	5.2430982
783	5.243011249
784	5.242691691
785	5.242668707
786	5.242402041
787	5.241927651
788	5.241743903
789	5.24132533
790	5.241059697
791	5.240688649
792	5.240592057
793	5.240490598
794	5.240469713
795	5.240237639
796	5.24022232
797	5.240048141
798	5.240009114
799	5.239819008
800	5.239681803
801	5.239323742
802	5.239021995
803	5.238722174
804	5.238627218
805	5.238487222
806	5.238476098
807	5.237895943
808	5.237733733
809	5.237427619
810	5.236990191
811	5.236600328
812	5.236343709
813	5.236233516
814	5.236191122
815	5.236060336
816	5.235962405
817	5.235775622
818	5.235532739
819	5.235167851
820	5.235087842
821	5.235082531
822	5.235035142
823	5.234716372
824	5.234607706
825	5.234549549
826	5.234548099
827	5.234430146
828	5.234286762
829	5.234133077
830	5.233568888
831	5.23350514
832	5.233122784
833	5.233000352
834	5.232657332
835	5.232443328
836	5.231982438
837	5.231584045
838	5.231492337
839	5.231283942
840	5.231216487
841	5.230989026
842	5.230724461
843	5.230561981
844	5.230529955
845	5.230294518
846	5.230290409
847	5.230131121
848	5.229814165
849	5.229664696
850	5.229353257
851	5.229131706
852	5.229117582
853	5.229009159
854	5.228739653
855	5.228387575
856	5.228316091
857	5.227945325
858	5.227822119
859	5.22768578
860	5.227582386
861	5.227482721
862	5.227123637
863	5.226963456
864	5.226898489
865	5.226798959
866	5.226712021
867	5.22671009
868	5.22670001
869	5.226563514
870	5.226171633
871	5.225695302
872	5.225266473
873	5.225000068
874	5.224615811
875	5.224454854
876	5.224406095
877	5.224062612
878	5.223989072
879	5.223929325
880	5.223775075
881	5.223661602
882	5.223400259
883	5.223388992
884	5.223135887
885	5.223106129
886	5.22281381
887	5.222715899
888	5.222493074
889	5.222394624
890	5.222391819
891	5.221974894
892	5.221965435
893	5.221956838
894	5.221601255
895	5.221559324
896	5.221550842
897	5.221505559
898	5.221275432
899	5.220837481
900	5.220441943
901	5.220278184
902	5.219994179
903	5.219932377
904	5.219380055
905	5.218848071
906	5.218687079
907	5.21847241
908	5.217992361
909	5.217963718
910	5.217831386
911	5.217764532
912	5.217691256
913	5.217634652
914	5.217537946
915	5.217356727
916	5.217213896
917	5.217044459
918	5.216899556
919	5.216647019
920	5.216414764
921	5.216395318
922	5.216353824
923	5.216231137
924	5.216062989
925	5.215901702
926	5.215738764
927	5.215663392
928	5.215512218
929	5.215275239
930	5.215176707
931	5.214826358
932	5.214321391
933	5.214086379
934	5.213809965
935	5.213480472
936	5.213351225
937	5.212979924
938	5.212545566
939	5.212301171
940	5.212193227
941	5.211881188
942	5.21171058
943	5.211550457
944	5.211290549
945	5.211213143
946	5.211000818
947	5.210991706
948	5.210798053
949	5.210721685
950	5.210372827
951	5.210121641
952	5.209821447
953	5.209499297
954	5.209167847
955	5.209165923
956	5.209061473
957	5.20886113
958	5.208591292
959	5.208580111
960	5.208529093
961	5.208246325
962	5.208213421
963	5.20815703
964	5.207809388
965	5.20728817
966	5.207236079
967	5.206901486
968	5.206526614
969	5.206520968
970	5.206189931
971	5.205983777
972	5.205907853
973	5.205803306
974	5.205570838
975	5.205480407
976	5.205328394
977	5.205285948
978	5.205153341
979	5.205123263
980	5.205057301
981	5.20499865
982	5.204702864
983	5.204551071
984	5.204366605
985	5.204153746
986	5.203916138
987	5.203596464
988	5.203395628
989	5.203384193
990	5.203126828
991	5.203067753
992	5.202885621
993	5.202861423
994	5.202602865
995	5.202463725
996	5.20245019
997	5.202360524
998	5.202049461
999	5.201627972
